hierarchyId	pCFID	name	verb	object	filePath
8.1.4.1	20624	Develop IT transformation plans	Develop	IT Transformation Plans	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20624-DevelopItTransformationPlans.mdx
8.1.4.2	20625	Collect IT customer requirements	Collect	IT Customer Requirements	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20625-CollectItCustomerRequirements.mdx
8.1.4.3	20937	Analyze IT customer requirements	Analyze	IT Customer Requirements	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20937-AnalyzeItCustomerRequirements.mdx
8.1.4.4	20626	Identify and prioritize IT opportunities	Identify	And Prioritize IT Opportunities	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20626-IdentifyAndPrioritizeItOpportunities.mdx
8.1.4.5	20627	Facilitate solution design activities	Facilitate	Solution Design Activities	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20627-FacilitateSolutionDesignActivities.mdx
8.1.4.6	20628	Prioritize IT outcomes	Prioritize	IT Outcomes	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20628-PrioritizeItOutcomes.mdx
8.1.4.7	20629	Develop business cases	Develop	Business Cases	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20629-DevelopBusinessCases.mdx
8.1.4.8	20630	Support business case	Support	Business Case	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20630-SupportBusinessCase.mdx
8.1.4.9	20631	Develop transformation roadmap	Develop	Transformation Roadmap	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.4-ProvideItTransformationGuidance/20631-DevelopTransformationRoadmap.mdx
8.1.5	20632	Develop and manage IT service levels	Develop	And Manage IT Service Levels	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/index.mdx
8.1.5.1	20633	Understand IT service requirements	Understand	IT Service Requirements	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20633-UnderstandItServiceRequirements.mdx
8.1.5.2	20634	Forecast IT service demand	Forecast	IT Service Demand	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20634-ForecastItServiceDemand.mdx
8.1.5.3	20635	Maintain IT services catalog	Maintain	IT Services Catalog	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20635-MaintainItServicesCatalog.mdx
8.1.5.4	20636	Define service level agreement	Define	Service Level Agreement	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20636-DefineServiceLevelAgreement.mdx
8.1.5.5	20637	Maintain IT customer contracts	Maintain	IT Customer Contracts	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20637-MaintainItCustomerContracts.mdx
8.1.5.6	20638	Negotiate and establish service level agreements	Negotiate	And Establish Service Level Agreements	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20638-NegotiateAndEstablishServiceLevelAgreements.mdx
8.1.5.7	20640	Develop and maintain improvement processes	Develop	And Maintain Improvement Processes	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.5-DevelopAndManageItServiceLevels/20640-DevelopAndMaintainImprovementProcesses.mdx
8.1.6	20641	Manage IT customer relationships	Manage	IT Customer Relationships	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/index.mdx
8.1.6.1	20642	Establish relationship management mechanisms	Establish	Relationship Management Mechanisms	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/20642-EstablishRelationshipManagementMechanisms.mdx
8.1.6.2	20643	Understand IT customer strategy	Understand	IT Customer Strategy	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/20643-UnderstandItCustomerStrategy.mdx
8.1.6.3	20644	Understand  IT customer environment	Understand	IT Customer Environment	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/20644-UnderstandItCustomerEnvironment.mdx
8.1.6.4	20645	Communicate IT capabilities	Communicate	IT Capabilities	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/20645-CommunicateItCapabilities.mdx
8.1.6.5	20646	Manage IT requirements	Manage	IT Requirements	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.6-ManageItCustomerRelationships/20646-ManageItRequirements.mdx
8.1.7	20648	Analyze service performance	Analyze	Service Performance	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.7-AnalyzeServicePerformance/index.mdx
8.1.7.1	20649	Assess SLA compliance	Assess	SLA Compliance	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.7-AnalyzeServicePerformance/20649-AssessSlaCompliance.mdx
8.1.7.2	20650	Triage SLA compliance issues	Triage	SLA Compliance Issues	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.7-AnalyzeServicePerformance/20650-TriageSlaComplianceIssues.mdx
8.1.7.3	20647	Collect feedback about IT products and services	Collect	Feedback About IT Products And Services	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.7-AnalyzeServicePerformance/20647-CollectFeedbackAboutItProductsAndServices.mdx
8.1.7.4	20938	Synthesize and distribute IT performance information	Synthesize	And Distribute IT Performance Information	08-ManageInformationTechnologyIt/8.1-DevelopAndManageItCustomerRelationships/8.1.7-AnalyzeServicePerformance/20938-SynthesizeAndDistributeItPerformanceInformation.mdx
8.2	20652	Develop and manage IT business strategy	Develop	And Manage IT Business Strategy	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/index.mdx
8.2.1	20653	Define business technology and governance strategy	Define	Business Technology And Governance Strategy	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/index.mdx
8.2.1.1	20654	Build and maintain IT strategic intelligence	Build	And Maintain IT Strategic Intelligence	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20654-BuildAndMaintainItStrategicIntelligence.mdx
8.2.1.2	20655	Monitor and map current and emerging technologies	Monitor	And Map Current And Emerging Technologies	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20655-MonitorAndMapCurrentAndEmergingTechnologies.mdx
8.2.1.3	20656	Define and communicate digital transformation strategy	Define	And Communicate Digital Transformation Strategy	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20656-DefineAndCommunicateDigitalTransformationStrategy.mdx
8.2.1.4	20657	Develop IT strategic alignment	Develop	IT Strategic Alignment	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20657-DevelopItStrategicAlignment.mdx
8.2.1.5	20658	Articulate IT alignment principles	Articulate	IT Alignment Principles	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20658-ArticulateItAlignmentPrinciples.mdx
8.2.1.6	20659	Maintain IT strategic alignment	Maintain	IT Strategic Alignment	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.1-DefineBusinessTechnologyAndGovernanceStrategy/20659-MaintainItStrategicAlignment.mdx
8.2.2	20660	Manage IT portfolio strategy	Manage	IT Portfolio Strategy	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/index.mdx
8.2.2.1	20661	Establish and validate IT value criteria	Establish	And Validate IT Value Criteria	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20661-EstablishAndValidateItValueCriteria.mdx
8.2.2.2	20662	Determine IT portfolio investment balance	Determine	IT Portfolio Investment Balance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20662-DetermineItPortfolioInvestmentBalance.mdx
8.2.2.3	20663	Evaluate  proposed IT investment projects	Evaluate	Proposed IT Investment Projects	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20663-EvaluateProposedItInvestmentProjects.mdx
8.2.2.4	20664	Prioritize IT projects	Prioritize	IT Projects	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20664-PrioritizeItProjects.mdx
8.2.2.5	20665	Align IT resources to strategic priorities	Align	IT Resources To Strategic Priorities	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20665-AlignItResourcesToStrategicPriorities.mdx
8.2.2.6	20667	Align IT portfolio to business objectives	Align	IT Portfolio To Business Objectives	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.2-ManageItPortfolioStrategy/20667-AlignItPortfolioToBusinessObjectives.mdx
8.2.3	20668	Define and maintain enterprise architecture	Define	And Maintain Enterprise Architecture	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.3-DefineAndMaintainEnterpriseArchitecture/index.mdx
8.2.3.1	20670	Create and publish enterprise architecture principles	Create	And Publish Enterprise Architecture Principles	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.3-DefineAndMaintainEnterpriseArchitecture/20670-CreateAndPublishEnterpriseArchitecturePrinciples.mdx
8.2.3.2	20671	Establish and operate enterprise architecture governance	Establish	And Operate Enterprise Architecture Governance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.3-DefineAndMaintainEnterpriseArchitecture/20671-EstablishAndOperateEnterpriseArchitectureGovernance.mdx
8.2.3.3	20672	Research technologies to innovate IT services and solutions	Research	Technologies To Innovate IT Services And Solutions	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.3-DefineAndMaintainEnterpriseArchitecture/20672-ResearchTechnologiesToInnovateItServicesAndSolutions.mdx
8.2.3.4	20673	Provide input to definition and prioritization of IT projects	Provide	Input To Definition And Prioritization Of IT Projects	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.3-DefineAndMaintainEnterpriseArchitecture/20673-ProvideInputToDefinitionAndPrioritizationOfItProjects.mdx
8.2.4	20674	Define IT service management strategy	Define	IT Service Management Strategy	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/index.mdx
8.2.4.1	20675	Establish  IT service management strategy and goals	Establish	IT Service Management Strategy And Goals	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20675-EstablishItServiceManagementStrategyAndGoals.mdx
8.2.4.2	20676	Identify  IT service operating and process requirements	Identify	IT Service Operating And Process Requirements	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20676-IdentifyItServiceOperatingAndProcessRequirements.mdx
8.2.4.3	20677	Define IT service catalog	Define	IT Service Catalog	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20677-DefineItServiceCatalog.mdx
8.2.4.4	20678	Establish IT service management framework	Establish	IT Service Management Framework	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20678-EstablishItServiceManagementFramework.mdx
8.2.4.5	20679	Define and implement IT service management	Define	And Implement IT Service Management	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20679-DefineAndImplementItServiceManagement.mdx
8.2.4.6	20680	Define and deploy support service management process tools and methods	Define	And Deploy Support Service Management Process Tools And Methods	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20680-DefineAndDeploySupportServiceManagementProcessToolsAndMethods.mdx
8.2.4.7	20681	Monitor and report IT performance	Monitor	And Report IT Performance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.4-DefineItServiceManagementStrategy/20681-MonitorAndReportItPerformance.mdx
8.2.5	20682	Control IT management system	Control	IT Management System	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/index.mdx
8.2.5.1	20683	Determine IT performance measures	Determine	IT Performance Measures	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20683-DetermineItPerformanceMeasures.mdx
8.2.5.2	20684	Define IT control points and assurance procedures governance model	Define	IT Control Points And Assurance Procedures Governance Model	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20684-DefineItControlPointsAndAssuranceProceduresGovernanceModel.mdx
8.2.5.3	20685	Monitor and analyze overall IT performance	Monitor	And Analyze Overall IT Performance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20685-MonitorAndAnalyzeOverallItPerformance.mdx
8.2.5.4	20686	Monitor and analyze IT financial performance	Monitor	And Analyze IT Financial Performance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20686-MonitorAndAnalyzeItFinancialPerformance.mdx
8.2.5.5	20687	Monitor and analyze IT value and benefits	Monitor	And Analyze IT Value And Benefits	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20687-MonitorAndAnalyzeItValueAndBenefits.mdx
8.2.5.6	20688	Optimize IT resource allocation	Optimize	IT Resource Allocation	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20688-OptimizeItResourceAllocation.mdx
8.2.5.7	20689	Manage IT projects and services interdependencies	Manage	IT Projects And Services Interdependencies	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20689-ManageItProjectsAndServicesInterdependencies.mdx
8.2.5.8	20690	Report  IT service and project performance	Report	IT Service And Project Performance	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20690-ReportItServiceAndProjectPerformance.mdx
8.2.5.9	20692	Select, deploy, and operate IT performance analytics tools	Select,	Deploy, And Operate IT Performance Analytics Tools	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.5-ControlItManagementSystem/20692-SelectDeployAndOperateItPerformanceAnalyticsTools.mdx
8.2.6	20693	Manage IT value portfolio	Manage	IT Value Portfolio	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.6-ManageItValuePortfolio/index.mdx
8.2.6.1	20694	Assess performance against IT service and project value criteria	Assess	Performance Against IT Service And Project Value Criteria	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.6-ManageItValuePortfolio/20694-AssessPerformanceAgainstItServiceAndProjectValueCriteria.mdx
8.2.6.2	20695	Quantify value of IT service and project portfolio investments	Quantify	Value Of IT Service And Project Portfolio Investments	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.6-ManageItValuePortfolio/20695-QuantifyValueOfItServiceAndProjectPortfolioInvestments.mdx
8.2.6.3	20696	Communicate business technology value contribution	Communicate	Business Technology Value Contribution	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.6-ManageItValuePortfolio/20696-CommunicateBusinessTechnologyValueContribution.mdx
8.2.6.4	20697	Determine and implement IT portfolio adjustments	Determine	And Implement IT Portfolio Adjustments	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.6-ManageItValuePortfolio/20697-DetermineAndImplementItPortfolioAdjustments.mdx
8.2.7	20699	Define and manage technology innovation	Define	And Manage Technology Innovation	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/index.mdx
8.2.7.1	20700	Establish selection criteria for research initiatives	Establish	Selection Criteria For Research Initiatives	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20700-EstablishSelectionCriteriaForResearchInitiatives.mdx
8.2.7.2	20701	Analyze emerging technology concepts	Analyze	Emerging Technology Concepts	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20701-AnalyzeEmergingTechnologyConcepts.mdx
8.2.7.3	20702	Identify technology concepts and capabilities	Identify	Technology Concepts And Capabilities	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20702-IdentifyTechnologyConceptsAndCapabilities.mdx
8.2.7.4	20703	Execute IT research projects	Execute	IT Research Projects	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20703-ExecuteItResearchProjects.mdx
8.2.7.5	20939	Evaluate IT research project outcomes	Evaluate	IT Research Project Outcomes	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20939-EvaluateItResearchProjectOutcomes.mdx
8.2.7.6	20704	Identify and promote viable concepts	Identify	And Promote Viable Concepts	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20704-IdentifyAndPromoteViableConcepts.mdx
8.2.7.7	20705	Develop and plan  IT investment projects	Develop	And Plan IT Investment Projects	08-ManageInformationTechnologyIt/8.2-DevelopAndManageItBusinessStrategy/8.2.7-DefineAndManageTechnologyInnovation/20705-DevelopAndPlanItInvestmentProjects.mdx
8.3	20706	Develop and manage IT resilience and risk	Develop	And Manage IT Resilience And Risk	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/index.mdx
8.3.1	20707	Develop IT compliance, risk, and security strategy	Develop	IT Compliance, Risk, And Security Strategy	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/index.mdx
8.3.1.1	20708	Determine and evaluate IT regulatory and audit requirements	Determine	And Evaluate IT Regulatory And Audit Requirements	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20708-DetermineAndEvaluateItRegulatoryAndAuditRequirements.mdx
8.3.1.2	20940	Understand business unit risk tolerance	Understand	Business Unit Risk Tolerance	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20940-UnderstandBusinessUnitRiskTolerance.mdx
8.3.1.3	20709	Establish IT risk tolerance	Establish	IT Risk Tolerance	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20709-EstablishItRiskTolerance.mdx
8.3.1.4	20710	Establish risk ownership	Establish	Risk Ownership	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20710-EstablishRiskOwnership.mdx
8.3.1.5	20711	Establish and maintain risk management roles	Establish	And Maintain Risk Management Roles	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20711-EstablishAndMaintainRiskManagementRoles.mdx
8.3.1.6	20712	Establish compliance objectives	Establish	Compliance Objectives	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20712-EstablishComplianceObjectives.mdx
8.3.1.7	20941	Identify systems to support compliance	Identify	Systems To Support Compliance	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20941-IdentifySystemsToSupportCompliance.mdx
8.3.1.8	20713	Identify and evaluate IT risk	Identify	And Evaluate IT Risk	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20713-IdentifyAndEvaluateItRisk.mdx
8.3.1.9	20714	Evaluate  IT-related risks resiliency	Evaluate	IT-related Risks Resiliency	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20714-EvaluateItRelatedRisksResiliency.mdx
8.3.1.10	20715	Create IT risk mitigation strategies and approaches	Create	IT Risk Mitigation Strategies And Approaches	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.1-DevelopItComplianceRiskAndSecurityStrategy/20715-CreateItRiskMitigationStrategiesAndApproaches.mdx
8.3.2	20716	Develop IT resilience strategy	Develop	IT Resilience Strategy	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.2-DevelopItResilienceStrategy/index.mdx
8.3.2.1	20717	Determine IT delivery resiliency	Determine	IT Delivery Resiliency	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.2-DevelopItResilienceStrategy/20717-DetermineItDeliveryResiliency.mdx
8.3.2.2	20718	Determine critical IT risks	Determine	Critical IT Risks	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.2-DevelopItResilienceStrategy/20718-DetermineCriticalItRisks.mdx
8.3.2.3	20719	Prioritize IT risks	Prioritize	IT Risks	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.2-DevelopItResilienceStrategy/20719-PrioritizeItRisks.mdx
8.3.2.4	20720	Establish mitigation approaches for IT risks	Establish	Mitigation Approaches For IT Risks	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.2-DevelopItResilienceStrategy/20720-EstablishMitigationApproachesForItRisks.mdx
8.3.3	20721	Control IT risk, compliance, and security	Control	IT Risk, Compliance, And Security	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.3-ControlItRiskComplianceAndSecurity/index.mdx
8.3.3.1	20722	Evaluate enterprise regulatory and compliance obligations	Evaluate	Enterprise Regulatory And Compliance Obligations	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.3-ControlItRiskComplianceAndSecurity/20722-EvaluateEnterpriseRegulatoryAndComplianceObligations.mdx
8.3.3.2	20723	Analyze IT security threat impact	Analyze	IT Security Threat Impact	08-ManageInformationTechnologyIt/8.3-DevelopAndManageItResilienceAndRisk/8.3.3-ControlItRiskComplianceAndSecurity/20723-AnalyzeItSecurityThreatImpact.mdx
